text,text_indexes
in truth i know it is a sin to be a mocker but,"[11, 263, 3, 69, 14, 13, 8, 488]"
but hark i hear the footing of a man,"[19, 695, 3, 119, 2, 7641, 6, 8]"
she says you have it and you may be gone,"[48, 353, 7, 20, 14, 4, 7, 80]"
you blocks you stones you worse than senseless things,"[7, 7330, 7, 1213, 7, 455, 79, 2661]"
was to them as a painting now this masque,"[53, 5, 64, 22, 8, 4036, 44, 24]"
like trees bedashd with rain in that sad time,"[87, 1965, 12852, 21, 1461, 11, 9, 561]"
i hope sir i have your good will to have mine own,"[3, 229, 57, 3, 20, 27, 47, 26]"
my mouth no more were broken than these boys,"[10, 513, 33, 55, 74, 1260, 79, 109]"
but out alas here have we found him dead,"[19, 89, 569, 72, 20, 38, 344, 23]"
he will hear none he hath evermore had the liberty,"[17, 26, 119, 177, 17, 75, 6381, 77]"
o if i wake shall i not be distraught,"[54, 30, 3, 1455, 35, 3, 12, 18]"
have their free voices rome the nurse of judgment,"[20, 92, 467, 1543, 375, 2, 860, 6]"
twere good she were spoken with for she may strew,"[612, 47, 48, 74, 1136, 21, 16, 48]"
they dare not show their husbands their best conscience,"[45, 345, 12, 209, 92, 1154, 92, 194]"
the gracious mark o the land you have obscured,"[2, 960, 377, 54, 2, 485, 7, 20]"
yet cease your ire you angry stars of heaven,"[84, 1290, 27, 6312, 7, 1065, 1079, 6]"
ah ha boy sayst thou so art thou there,"[575, 528, 238, 1216, 28, 29, 118, 28]"
you that have so fair parts of woman on you,"[7, 9, 20, 29, 156, 718, 6, 279]"
a subtle knave but yet it shall not serve,"[8, 2041, 450, 19, 84, 14, 35, 12]"
honest man and touching the duke of york i will,"[323, 65, 4, 4346, 2, 176, 6, 311]"
you have paid the heavens your function and the,"[7, 20, 863, 2, 497, 27, 3584, 4]"
and batten on this moor ha have you eyes,"[4, 6832, 42, 24, 880, 528, 20, 7]"
were t not for laughing i should pity him,"[74, 482, 12, 16, 3737, 3, 83, 480]"
we cannot cross the cause why we were born,"[38, 162, 938, 2, 270, 91, 38, 74]"
lord how my head aches what a head have i,"[67, 70, 10, 189, 4614, 32, 8, 189]"
now will not i deliver his letter for the behavior,"[44, 26, 12, 3, 1151, 25, 384, 16]"
they are all but stomachs and we all but food,"[45, 39, 37, 19, 2821, 4, 38, 37]"
i will return again into the house and desire some,"[3, 26, 688, 178, 236, 2, 190, 4]"
but most himself if he could see his shame,"[19, 126, 315, 30, 17, 128, 85, 25]"
for nights swift dragons cut the clouds full fast,"[16, 1132, 1192, 6895, 400, 2, 1335, 247]"
as i saw it inclined when was the hour,"[22, 3, 318, 14, 5683, 58, 53, 2]"
moe things like men eat timon and abhor them,"[2213, 295, 87, 116, 430, 1019, 4, 2919]"
and all the trouble thou hast turnd me to,"[4, 37, 2, 953, 28, 155, 1110, 15]"
my lord wise men neer sit and wail their woes,"[10, 67, 471, 116, 314, 383, 4, 2022]"
his pollaxe sitting on a closestool will be given,"[25, 11302, 1730, 42, 8, 6498, 26, 18]"
for the love of god a surgeon send one presently,"[16, 2, 59, 6, 122, 8, 4147, 332]"
enough in his purse such a man would win any woman,"[327, 11, 25, 732, 99, 8, 65, 43]"
rather to have my hat than my heart i will practise,"[272, 5, 20, 10, 1155, 79, 10, 111]"
and blindfold death not let me see my son,"[4, 12751, 127, 12, 61, 15, 85, 10]"
to your husband to give him such cause of suspicion,"[5, 27, 307, 5, 90, 23, 99, 270]"
for well i wot ye blaze to burn them out,"[16, 51, 3, 1644, 266, 4432, 5, 781]"
hurt not my lord for your many courtesies i thank,"[667, 12, 10, 67, 16, 27, 227, 6876]"
me but as a common man witness the night your,"[15, 19, 22, 8, 763, 65, 696, 2]"
i would the state of time had first been whole,"[3, 43, 2, 334, 6, 110, 77, 157]"
of here and every where i had a sister,"[6, 72, 4, 275, 108, 3, 77, 8]"
an armour all of gold it was a kings,"[78, 1452, 37, 6, 358, 14, 53, 8]"
but that he sees the romans are but sheep,"[19, 9, 17, 1082, 2, 1763, 39, 19]"
minute behind your hour i will think you the most,"[1655, 709, 27, 306, 3, 26, 100, 7]"
come stir stir stir the second cock hath crowd,"[52, 668, 668, 668, 2, 947, 2092, 75]"
i will my lord god give your grace good rest,"[3, 26, 10, 67, 122, 90, 27, 175]"
what have you done my lord with the dead body,"[32, 20, 7, 132, 10, 67, 21, 2]"
tis not enough our foes are this time fled,"[98, 12, 327, 56, 1058, 39, 24, 110]"
say to me now an i were your very very rosalind,"[71, 5, 15, 44, 78, 3, 74, 27]"
and in their ears tell them my dreadful name,"[4, 11, 92, 470, 94, 64, 10, 2593]"
am loved of all ladies only you excepted and i,"[49, 381, 6, 37, 728, 379, 7, 12226]"
it should not be by the persuasion of his new feasting,"[14, 83, 12, 18, 36, 2, 3714, 6]"
the world affords no law to make thee rich,"[2, 133, 4305, 33, 411, 5, 82, 40]"
if on the first how heinous eer it be,"[30, 42, 2, 157, 70, 5951, 821, 14]"
your son give me your blessing truth will come,"[27, 161, 90, 15, 27, 1346, 263, 26]"
though i look old yet i am strong and lusty,"[143, 3, 115, 139, 84, 3, 49, 549]"
i understand the business i hear it to have an,"[3, 1170, 2, 545, 3, 119, 14, 5]"
know how she should be worthy is the opinion that,"[69, 70, 48, 83, 18, 615, 13, 2]"
but why did he swear he would come this morning and,"[19, 91, 86, 17, 305, 17, 43, 52]"
id not have given a doit hark how they joy,"[2866, 12, 20, 388, 8, 4351, 695, 70]"
come my old son i pray god make thee new,"[52, 10, 139, 161, 3, 123, 122, 82]"
consent with both that we may enjoy each other it,"[1046, 21, 164, 9, 38, 80, 1943, 462]"
so bring us to our palace where well show,"[29, 208, 81, 5, 56, 1824, 108, 51]"
you call love to be a sect or scion,"[7, 166, 59, 5, 18, 8, 7795, 50]"
thy words i grant are bigger for i wear not,"[41, 213, 3, 656, 39, 2583, 16, 3]"
kind of men the less you meddle or make with them,"[317, 6, 116, 2, 367, 7, 2305, 50]"
or came it by request and such fair question,"[50, 259, 14, 36, 1304, 4, 99, 156]"
when i do tell thee there my hopes lie drownd,"[58, 3, 31, 94, 40, 73, 10, 1066]"
o god of love i know he doth deserve,"[54, 122, 6, 59, 3, 69, 17, 140]"
the cloth of honour over her are four barons,"[2, 3109, 6, 197, 492, 34, 39, 511]"
no better than a sty o see my women,"[33, 199, 79, 8, 4565, 54, 85, 10]"
my men should call me lord i am your goodman,"[10, 116, 83, 166, 15, 67, 3, 49]"
lodging and say he lies here or he lies there were,"[2317, 4, 71, 17, 396, 72, 50, 17]"
could i with boot change for an idle plume,"[128, 3, 21, 1625, 546, 16, 78, 1505]"
bakers wives and they have made bolters of them,"[6110, 982, 4, 45, 20, 114, 8284, 6]"
majesty is take out of the helmet of alencon,"[713, 13, 95, 89, 6, 2, 4744, 6]"
that if i then had waked after long sleep,"[9, 30, 3, 62, 77, 2206, 316, 186]"
from him it shows to man the tailors of the earth,"[60, 23, 14, 790, 5, 65, 2, 4536]"
for well you know this is a pitiful case,"[16, 51, 7, 69, 24, 13, 8, 3684]"
lets raise the siege why live we idly here,"[363, 1203, 2, 1912, 91, 163, 38, 3368]"
cupid is no longer an archer hi s glory shall be,"[2481, 13, 33, 786, 78, 7758, 12308, 957]"
ay nurse what of that both with an r,"[147, 860, 32, 6, 9, 164, 21, 78]"
poll half of the which dare not shake snow from off,"[6475, 346, 6, 2, 66, 345, 12, 605]"
down down to hell and say i sent thee thither,"[150, 150, 5, 293, 4, 71, 3, 301]"
tis but a blow which never shall be known,"[98, 19, 8, 694, 66, 130, 35, 18]"
why writes she so to me well shepherd well,"[91, 1902, 48, 29, 5, 15, 51, 1517]"
had losses and one that hath two gowns and every,"[77, 3153, 4, 68, 9, 75, 137, 3826]"
all hail macbeth hail to thee thane of cawdor,"[37, 1338, 2224, 1338, 5, 40, 2104, 6]"
here she is now swear the oaths now to her that,"[72, 48, 13, 44, 305, 2, 858, 44]"
where death and danger dogs the heels of worth,"[108, 127, 4, 928, 1471, 2, 959, 6]"
for on their answer will we set on them,"[16, 42, 92, 298, 26, 38, 196, 42]"
vill kill de jack priest and i have appointed mine,"[3682, 372, 538, 954, 988, 4, 3, 20]"
that i utterly deny if sack and sugar be a fault,"[9, 3, 6086, 594, 30, 933, 4, 2547]"
they say my lords ira furor brevis est but yond,"[45, 71, 10, 231, 13424, 13425, 13426, 2960]"
this youth should say twere well and only therefore,"[24, 374, 83, 71, 612, 51, 4, 379]"
spoke with the king and have procured his leave,"[560, 21, 2, 93, 4, 20, 6120, 25]"
why there is it come sing me a bawdy song make,"[91, 73, 13, 14, 52, 552, 15, 8]"
that is the sum of all leonato signior claudio,"[9, 13, 2, 1357, 6, 37, 2725, 1232]"
ods lifelings here he is you broke my head for,"[4531, 14111, 72, 17, 13, 7, 849, 10]"
o a pit of clay for to be made,"[54, 8, 2585, 6, 5585, 16, 5, 18]"
i would it might prove the end of his losses,"[3, 43, 14, 171, 341, 2, 278, 6]"
hear ye yedward if i tarry at home and go not,"[119, 266, 8114, 30, 3, 1545, 46, 267]"
fort he will supply us easily if he covetously,"[909, 17, 26, 3026, 81, 2864, 30, 17]"
for him and in his right we hold this town,"[16, 23, 4, 11, 25, 260, 38, 192]"
lo by thy side where rape and murder stands,"[1219, 36, 41, 416, 108, 3305, 4, 1125]"
no my good lords it is not that offends,"[33, 10, 47, 231, 14, 13, 12, 9]"
thou hast some suit to caesar hast thou not,"[28, 155, 103, 537, 5, 347, 155, 28]"
to him that for your honour and your state,"[5, 23, 9, 16, 27, 197, 4, 27]"
i took him to be killed with a thunderstroke but,"[3, 442, 23, 5, 18, 1140, 21, 8]"
my lord of westmoreland lead him to his tent,"[10, 67, 6, 2545, 543, 23, 5, 25]"
beard is turned white with the news you may buy,"[649, 13, 1161, 599, 21, 2, 320, 7]"
troy in our weakness stands not in her strength,"[888, 11, 56, 3051, 556, 12, 11, 34]"
homely foolery already i know sir we weary you,"[3913, 1853, 934, 3, 69, 57, 38, 1458]"
and so there is but it lies as coldly in him as fire,"[4, 29, 73, 13, 19, 14, 396, 22]"
love thyself last cherish those hearts that hate thee,"[59, 646, 274, 3021, 182, 397, 9, 433]"
in three our kingdom and tis our fast intent,"[11, 225, 56, 1056, 4, 98, 56, 553]"
no but the loss of his own royal person,"[33, 19, 2, 579, 6, 25, 121, 882]"
let the birds fly and like the famous ape,"[61, 2, 1723, 319, 4, 87, 2, 3039]"
in gods name and the kings say who thou art,"[11, 201, 152, 4, 2, 329, 71, 106]"
and i have one thing of a queasy question,"[4, 3, 20, 68, 179, 6, 8, 7371]"
i lay me down a little while to breathe,"[3, 313, 15, 150, 8, 228, 356, 5]"
in me to lose thus your own proper wisdom,"[11, 15, 5, 392, 145, 27, 121, 1223]"
who is here so rude that would not be a roman if,"[106, 13, 72, 29, 1234, 9, 43, 12]"
and did they bid you tell her of it madam,"[4, 86, 45, 248, 7, 94, 34, 6]"
and one even at the turning o the tide for after,"[4, 68, 167, 46, 2, 2483, 54, 2]"
for our approach shall so much dare the field,"[16, 56, 2031, 35, 29, 104, 345, 2]"
he says they can do nothing in this kind,"[17, 353, 45, 97, 31, 188, 11, 24]"
where no priest shovels in dust o cursed wretch,"[108, 33, 988, 14347, 11, 1022, 54, 1647]"
to punish me with this and this with me,"[5, 3166, 15, 21, 24, 4, 24, 21]"
and hunger will enforce them to be more eager,"[4, 3041, 26, 2596, 64, 5, 18, 55]"
which out of use and staled by other men,"[66, 89, 6, 243, 4, 10815, 36, 173]"
and told thee to what purpose and what end,"[4, 277, 40, 5, 32, 509, 4, 32]"
and hang it round with all my wanton pictures,"[4, 479, 14, 1261, 21, 37, 10, 1442]"
that had not half a week to go like rams,"[9, 77, 12, 346, 8, 1432, 5, 76]"
ill wait upon you and i long to hear it,"[63, 1451, 105, 7, 4, 3, 186, 5]"
if the king blame me fort ill lay ye all,"[30, 2, 93, 742, 15, 909, 63, 313]"
sing all a green willow must be my garland,"[552, 37, 8, 711, 5902, 88, 18, 10]"
why then she is the devils dam a joyful issue,"[91, 62, 48, 13, 2, 1221, 2044, 8]"
if we offend it is with our good will,"[30, 38, 1206, 14, 13, 21, 56, 47]"
what think you of this fool malvolio doth he not mend,"[32, 100, 7, 6, 24, 216, 3306, 140]"
within my swords length set him if he scape,"[335, 10, 912, 1355, 196, 23, 30, 17]"
then thus it must be this doth joan devise,"[62, 145, 14, 88, 18, 24, 140, 1510]"
friar but no more of this canst thou tell if,"[837, 19, 33, 55, 6, 24, 403, 28]"
be i will call upon you anon for some advantage to yourself,"[18, 3, 26, 166, 105, 7, 865, 16]"
as heaven it knows i would not have him speed,"[22, 138, 14, 365, 3, 43, 12, 20]"
too far i the land tis like to be loud weather,"[96, 304, 3, 2, 485, 98, 87, 5]"
rosaline i will look again on the intellect of,"[3284, 3, 26, 115, 178, 42, 2, 11197]"
and you three shall be strangled on the gallows,"[4, 7, 225, 35, 18, 6087, 42, 2]"
can construe the action of her familiar style and,"[97, 5855, 2, 920, 6, 34, 2278, 2807]"
why then tis hers my lord and being hers,"[91, 62, 98, 1191, 10, 67, 4, 195]"
of homage and i know not how much tribute,"[6, 3534, 4, 3, 69, 12, 70, 104]"
pray thee go seek him and bring him to my tent,"[123, 40, 76, 338, 23, 4, 208, 23]"
now sir have i met you again theres for you,"[44, 57, 20, 3, 573, 7, 178, 244]"
why sir that is as fit as can be to serve for,"[91, 57, 9, 13, 22, 468, 22, 97]"
take thrice thy money bid me tear the bond,"[95, 1204, 41, 408, 248, 15, 810, 2]"
from what we fear yet know not what we fear,"[60, 32, 38, 135, 84, 69, 12, 32]"
of paris my lord whos there in person with him,"[6, 1388, 10, 67, 1266, 73, 11, 665]"
know you this ring this ring was his of late,"[69, 7, 24, 466, 24, 466, 53, 25]"
to a lady of france that he calld rosaline,"[5, 8, 185, 6, 240, 9, 17, 797]"
it must be se offendendo it cannot be else for,"[14, 88, 18, 7071, 10083, 14, 162, 18]"
you speak of him when he was less furnished than now,"[7, 101, 6, 23, 58, 17, 53, 367]"
enter the lords to richmond sitting in his tent,"[113, 2, 231, 5, 1467, 1730, 11, 25]"
my wife and childrens ghosts will haunt me still,"[10, 191, 4, 3707, 3074, 26, 2018, 15]"
he no shell none of him they two are twain,"[17, 33, 1171, 177, 6, 23, 45, 137]"
a fool go with thy soul whither it goes,"[8, 216, 76, 21, 41, 221, 1380, 14]"
i kissd it and it gave me present hunger,"[3, 2161, 14, 4, 14, 366, 15, 514]"
not an eagles talon in the waist i could have,"[12, 78, 4962, 8221, 11, 2, 2567, 3]"
now as thou lovest me do him not that wrong,"[44, 22, 28, 1552, 15, 31, 23, 12]"
come let us four to dinner i dare say,"[52, 61, 81, 511, 5, 852, 3, 345]"
a world by itself and we will nothing pay,"[8, 133, 36, 758, 4, 38, 26, 188]"
i loved her most and thought to set my rest,"[3, 381, 34, 126, 4, 233, 5, 196]"
my most dread sovereign may it like your grace,"[10, 126, 1653, 1460, 80, 14, 87, 27]"
and speak between the change of man and boy,"[4, 101, 473, 2, 546, 6, 65, 4]"
if on my credit you dare build so far,"[30, 42, 10, 1362, 7, 345, 1941, 29]"
they all shout and wave their swords take him up in their arms and cast up their caps,"[45, 37, 4568, 4, 3225, 92, 912, 95]"
as he shall like to quit me urge it thou,"[22, 17, 35, 87, 5, 1476, 15, 1526]"
as draw his sword yet he hath left undone,"[22, 385, 25, 257, 84, 17, 75, 303]"
what keep a week away seven days and nights,"[32, 183, 8, 1432, 159, 862, 427, 4]"
and yet it is not that i bear thee love,"[4, 84, 14, 13, 12, 9, 3, 169]"
poor knave i blame thee not thou art oerwatchd,"[160, 450, 3, 742, 40, 12, 28, 118]"
i must attend the duke at dinner by two oclock i,"[3, 88, 1137, 2, 176, 46, 852, 36]"
she is too fair too wise wisely too fair,"[48, 13, 96, 156, 96, 471, 2114, 96]"
it is not the fashion to see the lady the epilogue,"[14, 13, 12, 2, 719, 5, 85, 2]"
that hast this fortune on me if thourt noble,"[9, 155, 24, 406, 42, 15, 30, 1352]"
and think it but a minute spent in sport,"[4, 100, 14, 19, 8, 1655, 1133, 11]"
tis i that made thy widows many an heir,"[98, 3, 9, 114, 41, 3879, 227, 78]"
if they will fight with us bid them come down,"[30, 45, 26, 354, 21, 81, 248, 64]"
i go let me go with that i came which is with,"[3, 76, 61, 15, 76, 21, 9, 3]"
it shall be full of poise and difficult weight,"[14, 35, 18, 247, 6, 5920, 4, 12529]"
tis well that i get it so but launce how sayest,"[98, 51, 9, 3, 242, 14, 29, 19]"
most true the will lets stay and hear the will,"[126, 129, 2, 26, 363, 226, 4, 119]"
think but in the end the villainies of man will,"[100, 19, 11, 2, 278, 2, 13477, 6]"
here lies the point if i drown myself wittingly,"[72, 396, 2, 527, 30, 3, 1305, 256]"
from which awaked the truth of what we are,"[60, 66, 5835, 2, 263, 6, 32, 38]"
but for your words they rob the hybla bees,"[19, 16, 27, 213, 45, 1426, 2, 6010]"
to the rest and mongst lords i be thought a fool,"[5, 2, 234, 4, 3045, 231, 3, 18]"
o lord sir ill be sworn upon all the books in,"[54, 67, 57, 63, 18, 571, 105, 37]"
carp as you may for he looks like a poor decayed,"[6499, 22, 7, 80, 16, 17, 429, 87]"
say if he would incline to the people there was,"[71, 30, 17, 43, 6812, 5, 2, 618]"
was it not to refresh the mind of man,"[53, 14, 12, 5, 5970, 2, 251, 6]"
nayword and make him a common recreation do not,"[5863, 4, 82, 23, 8, 763, 6023, 31]"
if he come not then the play is marred it goes,"[30, 17, 52, 12, 62, 2, 282, 13]"
art as honest a true fellow as any is in bohemia,"[118, 22, 323, 8, 129, 322, 22, 131]"
for the defence of a town our general is excellent,"[16, 2, 3889, 6, 8, 645, 56, 710]"
i once did hold it as our statists do,"[3, 210, 86, 192, 14, 22, 56, 10128]"
sing come more another stanzo call you em stanzos,"[552, 52, 55, 371, 8984, 166, 7, 376]"
to make them kings the seed of banquo kings,"[5, 82, 64, 329, 2, 4085, 6, 3288]"
thou art too slow to do thy masters bidding,"[28, 118, 96, 1264, 5, 31, 41, 574]"
stubborn outside with an aspect of iron that when,"[2706, 3648, 21, 78, 4013, 6, 1292, 9]"
sir topas never was man thus wronged good sir,"[57, 2544, 130, 53, 65, 145, 2220, 47]"
hast men about thee that usually talk of a noun and,"[155, 116, 268, 40, 9, 8578, 350, 6]"
so thou mayst say the king lies by a beggar if a,"[29, 28, 1033, 71, 2, 93, 396, 36]"
