text,text_indexes
hope a great mans memory may outlive his life half,"[229, 8, 124, 417, 2348, 80, 4693, 25]"
a year but byr lady he must build churches,"[8, 806, 19, 2561, 185, 17, 88, 1941]"
then or else shall he suffer not thinking on with,"[62, 50, 211, 35, 17, 990, 12, 1674]"
the hobbyhorse whose epitaph is for o for o,"[2, 7044, 255, 10001, 13, 16, 54, 16]"
enter a king and a queen very lovingly the queen embracing him and he her she kneels and makes show of protestation unto him he takes her up and declines his head upon her neck lays him down upon a bank of flowers she seeing him asleep leaves him anon comes in a fellow takes off his crown kisses it and pours poison in the kings ears and exit the queen returns finds the king dead and makes passionate action the poisoner with some two or three mutes comes in again seeming to lament with her the dead body is carried away the poisoner wooes the queen with gifts she seems loath and unwilling awhile but in the end accepts his love,"[113, 8, 93, 4, 8, 202, 142, 10002]"
belike this show imports the argument of the play,"[1937, 24, 209, 10006, 2, 1325, 6, 2]"
we shall know by this fellow the players cannot,"[38, 35, 69, 36, 24, 322, 2, 2350]"
ay or any show that youll show him be not you,"[147, 50, 131, 209, 9, 507, 209, 23]"
ashamed to show hell not shame to tell you what it means,"[2402, 5, 209, 293, 12, 290, 5, 94]"
you are naught you are naught ill mark the play,"[7, 39, 1734, 7, 39, 1734, 63, 377]"
is this a prologue or the posy of a ring,"[13, 24, 8, 2157, 50, 2, 7050, 6]"
since love our hearts and hymen did our hands,"[212, 59, 56, 397, 4, 10007, 86, 56]"
make us again count oer ere love be done,"[82, 81, 178, 681, 426, 203, 59, 18]"
but woe is me you are so sick of late,"[19, 743, 13, 15, 7, 39, 29, 487]"
so far from cheer and from your former state,"[29, 304, 60, 1013, 4, 60, 27, 2685]"
now what my love is proof hath made you know,"[44, 32, 10, 59, 13, 952, 75, 114]"
and as my love is sized my fear is so,"[4, 22, 10, 59, 13, 10008, 10, 135]"
where love is great the littlest doubts are fear,"[108, 59, 13, 124, 2, 10009, 3603, 39]"
where little fears grow great great love grows there,"[108, 228, 1077, 565, 124, 124, 59, 922]"
faith i must leave thee love and shortly too,"[206, 3, 88, 136, 40, 59, 4, 1247]"
and thou shalt live in this fair world behind,"[4, 28, 273, 163, 11, 24, 156, 133]"
such love must needs be treason in my breast,"[99, 59, 88, 516, 18, 1457, 11, 10]"
none wed the second but who killd the first,"[177, 1535, 2, 947, 19, 106, 889, 2]"
are base respects of thrift but none of love,"[39, 669, 3622, 6, 3604, 19, 177, 6]"
i do believe you think what now you speak,"[3, 31, 422, 7, 100, 32, 44, 7]"
which now like fruit unripe sticks on the tree,"[66, 44, 87, 2005, 10010, 3485, 42, 2]"
this world is not for aye nor tis not strange,"[24, 133, 13, 12, 16, 3254, 117, 98]"
that even our loves should with our fortunes change,"[9, 167, 56, 333, 83, 21, 56, 685]"
for tis a question left us yet to prove,"[16, 98, 8, 585, 303, 81, 84, 5]"
the great man down you mark his favourite flies,"[2, 124, 65, 150, 7, 377, 25, 10011]"
for who not needs shall never lack a friend,"[16, 106, 12, 516, 35, 130, 753, 8]"
and who in want a hollow friend doth try,"[4, 106, 11, 533, 8, 1692, 235, 140]"
our thoughts are ours their ends none of our own,"[56, 474, 39, 674, 92, 1475, 177, 6]"
but die thy thoughts when thy first lord is dead,"[19, 193, 41, 474, 58, 41, 157, 67]"
nor earth to me give food nor heaven light,"[117, 288, 5, 15, 90, 904, 117, 138]"
sport and repose lock from me day and night,"[542, 4, 3076, 2412, 60, 15, 134, 4]"
meet what i would have well and it destroy,"[253, 32, 3, 43, 20, 51, 4, 14]"
my spirits grow dull and fain i would beguile,"[10, 930, 565, 890, 4, 717, 3, 43]"
have you heard the argument is there no offence in t,"[20, 7, 215, 2, 1325, 13, 73, 33]"
no no they do but jest poison in jest no offence,"[33, 33, 45, 31, 19, 580, 1240, 11]"
is the image of a murder done in vienna gonzago is,"[13, 2, 1910, 6, 8, 1125, 132, 11]"
the dukes name his wife baptista you shall see,"[2, 1008, 152, 25, 191, 2955, 7, 35]"
anon tis a knavish piece of work but what o,"[865, 98, 8, 5565, 631, 6, 404, 19]"
that your majesty and we that have free souls it,"[9, 27, 713, 4, 38, 9, 20, 467]"
touches us not let the galled jade wince our,"[5566, 81, 12, 61, 2, 6548, 2555, 7052]"
you are as good as a chorus my lord,"[7, 39, 22, 47, 22, 8, 10012, 10]"
i could interpret between you and your love if i,"[3, 128, 10013, 473, 7, 4, 27, 59]"
it would cost you a groaning to take off my edge,"[14, 43, 1488, 7, 8, 5567, 5, 95]"
thoughts black hands apt drugs fit and time agreeing,"[474, 531, 258, 1309, 4696, 468, 4, 110]"
he poisons him i the garden fors estate his,"[17, 10015, 23, 3, 2, 2446, 5459, 1845]"
names gonzago the story is extant and writ in,"[1020, 7051, 2, 1230, 13, 4955, 4, 634]"
choice italian you shall see anon how the murderer,"[1102, 3491, 7, 35, 85, 865, 70, 2]"
would not this sir and a forest of feathers if,"[43, 12, 24, 57, 4, 8, 1402, 6]"
the rest of my fortunes turn turk with mewith two,"[2, 234, 6, 10, 685, 291, 3037, 21]"
provincial roses on my razed shoes get me a,"[10017, 3048, 42, 10, 4671, 1866, 242, 15]"
o good horatio ill take the ghosts word for a,"[54, 47, 2949, 63, 95, 2, 3074, 172]"
good my lord vouchsafe me a word with you,"[47, 10, 67, 2174, 15, 8, 172, 21]"
signify this to his doctor for for me to put him,"[3255, 24, 5, 25, 914, 16, 16, 15]"
to his purgation would perhaps plunge him into far,"[5, 25, 5316, 43, 2058, 3922, 23, 236]"
good my lord put your discourse into some frame and,"[47, 10, 67, 170, 27, 1769, 236, 103]"
the queen your mother in most great affliction of,"[2, 202, 27, 343, 11, 126, 124, 7026]"
nay good my lord this courtesy is not of the right,"[151, 47, 10, 67, 24, 1889, 13, 12]"
breed if it shall please you to make me a,"[1207, 30, 14, 35, 239, 7, 5, 82]"
make you a wholesome answer my wits diseased but,"[82, 7, 8, 1969, 298, 10, 757, 10018]"
sir such answer as i can make you shall command,"[57, 99, 298, 22, 3, 97, 82, 7]"
or rather as you say my mother therefore no,"[50, 272, 22, 7, 71, 10, 343, 245]"
more but to the matter my mother you say,"[55, 19, 5, 2, 309, 10, 343, 7]"
then thus she says your behavior hath struck her,"[62, 145, 48, 353, 27, 3170, 75, 826]"
o wonderful son that can so astonish a mother but,"[54, 3535, 161, 9, 97, 29, 10019, 8]"
is there no sequel at the heels of this mothers,"[13, 73, 33, 5568, 46, 2, 959, 6]"
she desires to speak with you in her closet ere you,"[48, 1415, 5, 101, 21, 7, 11, 34]"
we shall obey were she ten times our mother have,"[38, 35, 1039, 74, 48, 499, 443, 56]"
so i do still by these pickers and stealers,"[29, 3, 31, 204, 36, 109, 10020, 4]"
good my lord what is your cause of distemper you,"[47, 10, 67, 32, 13, 27, 270, 6]"
do surely bar the door upon your own liberty if,"[31, 1519, 2216, 2, 524, 105, 27, 121]"
how can that be when you have the voice of the king,"[70, 97, 9, 18, 58, 7, 20, 2]"
o the recorders let me see one to withdraw with,"[54, 2, 10022, 61, 15, 85, 68, 5]"
youwhy do you go about to recover the wind of me,"[10023, 31, 7, 76, 268, 5, 1959, 2]"
as if you would drive me into a toil,"[22, 30, 7, 43, 1495, 15, 236, 8]"
o my lord if my duty be too bold my love is too,"[54, 10, 67, 30, 10, 741, 18, 96]"
i do not well understand that will you play upon,"[3, 31, 12, 51, 1170, 9, 26, 7]"
tis as easy as lying govern these ventages with,"[98, 22, 962, 22, 2389, 3431, 109, 10024]"
your lingers and thumb give it breath with your,"[27, 10025, 4, 3315, 90, 14, 373, 21]"
but these cannot i command to any utterance of,"[19, 109, 162, 3, 666, 5, 131, 4630]"
why look you now how unworthy a thing you make of,"[91, 115, 7, 44, 70, 3504, 8, 179]"
me you would play upon me you would seem to know,"[15, 7, 43, 282, 105, 15, 7, 43]"
my stops you would pluck out the heart of my,"[10, 2846, 7, 43, 727, 89, 2, 111]"
mystery you would sound me from my lowest note to,"[3624, 7, 43, 456, 15, 60, 10, 4599]"
the top of my compass and there is much music,"[2, 1323, 6, 10, 2395, 4, 73, 13]"
you make it speak sblood do you think i am,"[7, 82, 14, 101, 2988, 31, 7, 100]"
easier to be played on than a pipe call me what,"[4697, 5, 18, 2478, 42, 79, 8, 2528]"
instrument you will though you can fret me yet you,"[6603, 7, 26, 143, 7, 97, 3070, 15]"
my lord the queen would speak with you and,"[10, 67, 2, 202, 43, 101, 21, 7]"
do you see yonder cloud thats almost in shape of a camel,"[31, 7, 85, 1534, 2650, 250, 833, 11]"
by the mass and tis like a camel indeed,"[36, 2, 1885, 4, 98, 87, 8, 4698]"
then i will come to my mother by and by they fool,"[62, 3, 26, 52, 5, 10, 343, 36]"
me to the top of my bent i will come by and by,"[15, 5, 2, 1323, 6, 10, 1751, 3]"
contagion to this world now could i drink hot blood,"[4603, 5, 24, 133, 44, 128, 3, 475]"
would quake to look on soft now to my mother,"[43, 3094, 5, 115, 42, 705, 44, 5]"
o heart lose not thy nature let not ever,"[54, 111, 392, 12, 41, 378, 61, 12]"
i will speak daggers to her but use none,"[3, 26, 101, 2529, 5, 34, 19, 243]"
i like him not nor stands it safe with us,"[3, 87, 23, 12, 117, 556, 14, 853]"
with all the strength and armour of the mind,"[21, 37, 2, 604, 4, 1452, 6, 2]"
dies not alone but like a gulf doth draw,"[991, 12, 603, 19, 87, 8, 10026, 140]"
whats near it with it it is a massy wheel,"[436, 352, 14, 21, 14, 14, 13, 8]"
did the king sigh but with a general groan,"[86, 2, 93, 972, 19, 21, 8, 710]"
arm you i pray you to this speedy voyage,"[548, 7, 3, 123, 7, 5, 24, 3038]"
to hear the process and warrant shell tax him home,"[5, 119, 2, 3901, 4, 447, 1171, 4700]"
and as you said and wisely was it said,"[4, 22, 7, 219, 4, 2114, 53, 14]"
tis meet that some more audience than a mother,"[98, 253, 9, 103, 55, 1977, 79, 8]"
the speech of vantage fare you well my liege,"[2, 566, 6, 2495, 554, 7, 51, 10]"
ill call upon you ere you go to bed,"[63, 166, 105, 7, 203, 7, 76, 5]"
o my offence is rank it smells to heaven,"[54, 10, 1031, 13, 1981, 14, 3233, 5]"
i stand in pause where i shall first begin,"[3, 181, 11, 1448, 108, 3, 35, 157]"
is there not rain enough in the sweet heavens,"[13, 73, 12, 1461, 327, 11, 2, 158]"
to wash it white as snow whereto serves mercy,"[5, 1071, 14, 599, 22, 1819, 4056, 1572]"
my fault is past but o what form of prayer,"[10, 405, 13, 484, 19, 54, 32, 804]"
can serve my turn forgive me my foul murder,"[97, 382, 10, 291, 1236, 15, 10, 425]"
of those effects for which i did the murder,"[6, 182, 3139, 16, 66, 3, 86, 2]"
buys out the law but tis not so above,"[3238, 89, 2, 411, 19, 98, 12, 29]"
even to the teeth and forehead of our faults,"[167, 5, 2, 924, 4, 3180, 6, 56]"
yet what can it when one can not repent,"[84, 32, 97, 14, 58, 68, 97, 12]"
bow stubborn knees and heart with strings of steel,"[1218, 2706, 1122, 4, 111, 21, 2905, 6]"
now might i do it pat now he is praying,"[44, 171, 3, 31, 14, 5569, 44, 17]"
and now ill dot and so he goes to heaven,"[4, 44, 63, 878, 4, 29, 17, 398]"
and so am i revenged that would be scannd,"[4, 29, 49, 3, 1490, 9, 43, 18]"
i his sole son do this same villain send,"[3, 25, 2657, 161, 31, 24, 337, 493]"
with all his crimes broad blown as flush as may,"[21, 37, 25, 4680, 2670, 1348, 22, 6642]"
and how his audit stands who knows save heaven,"[4, 70, 25, 5422, 556, 106, 365, 446]"
tis heavy with him and am i then revenged,"[98, 739, 21, 23, 4, 49, 3, 62]"
to take him in the purging of his soul,"[5, 95, 23, 11, 2, 10027, 6, 25]"
when he is fit and seasond for his passage,"[58, 17, 13, 468, 4, 10028, 16, 25]"
up sword and know thou a more horrid hent,"[107, 257, 4, 69, 28, 8, 55, 3625]"
when he is drunk asleep or in his rage,"[58, 17, 13, 787, 1318, 50, 11, 25]"
then trip him that his heels may kick at heaven,"[62, 5529, 23, 9, 25, 959, 80, 5232]"
and that his soul may be as damnd and black,"[4, 9, 25, 221, 80, 18, 22, 1771]"
rising my words fly up my thoughts remain below,"[4098, 10, 213, 319, 107, 10, 474, 1835]"
he will come straight look you lay home to him,"[17, 26, 52, 628, 115, 7, 313, 267]"
tell him his pranks have been too broad to bear with,"[94, 23, 25, 4099, 20, 125, 96, 2670]"
and that your grace hath screend and stood between,"[4, 9, 27, 175, 75, 10030, 4, 884]"
much heat and him ill sconce me even here,"[104, 1197, 4, 23, 63, 3212, 15, 167]"
nay then ill set those to you that can speak,"[151, 62, 63, 196, 182, 5, 7, 9]"
come come and sit you down you shall not budge,"[52, 52, 4, 383, 7, 150, 7, 35]"
you go not till i set you up a glass,"[7, 76, 12, 146, 3, 196, 7, 107]"
where you may see the inmost part of you,"[108, 7, 80, 85, 2, 10031, 174, 6]"
what wilt thou do thou wilt not murder me,"[32, 292, 28, 31, 28, 292, 12, 1125]"
drawing how now a rat dead for a ducat dead,"[4100, 70, 44, 8, 2887, 180, 16, 8]"
o what a rash and bloody deed is this,"[54, 32, 8, 2440, 4, 800, 464, 13]"
as kill a king and marry with his brother,"[22, 372, 8, 93, 4, 237, 21, 25]"
i took thee for thy better take thy fortune,"[3, 442, 40, 16, 41, 199, 95, 41]"
thou findst to be too busy is some danger,"[28, 5570, 5, 18, 96, 2619, 13, 103]"
leave wringing of your hands peace sit you down,"[136, 7053, 6, 27, 258, 223, 383, 7]"
and let me wring your heart for so i shall,"[4, 61, 15, 2434, 27, 111, 16, 29]"
what have i done that thou darest wag thy tongue,"[32, 20, 3, 132, 9, 28, 1427, 1987]"
as false as dicers oaths o such a deed,"[22, 364, 22, 10032, 858, 54, 99, 8]"
that roars so loud and thunders in the index,"[9, 7054, 29, 1269, 4, 5075, 11, 2]"
see what a grace was seated on this brow,"[85, 32, 8, 175, 53, 5572, 42, 24]"
where every god did seem to set his seal,"[108, 275, 122, 86, 463, 5, 196, 25]"
this was your husband look you now what follows,"[24, 53, 27, 307, 115, 7, 44, 32]"
could you on this fair mountain leave to feed,"[128, 7, 42, 24, 156, 2695, 136, 5]"
and batten on this moor ha have you eyes,"[4, 6832, 42, 24, 880, 528, 20, 7]"
you cannot call it love for at your age,"[7, 162, 166, 14, 59, 16, 46, 27]"
the heyday in the blood is tame its humble,"[2, 7055, 11, 2, 149, 13, 1377, 1193]"
would step from this to this sense sure you have,"[43, 1999, 60, 24, 5, 24, 670, 252]"
else could you not have motion but sure that sense,"[211, 128, 7, 12, 20, 1289, 19, 252]"
to serve in such a difference what devil wast,"[5, 382, 11, 99, 8, 1971, 32, 348]"
or but a sickly part of one true sense,"[50, 19, 8, 3143, 174, 6, 68, 129]"
and melt in her own fire proclaim no shame,"[4, 1624, 11, 34, 121, 297, 3204, 33]"
and there i see such black and grained spots,"[4, 73, 3, 85, 99, 531, 4, 6766]"
a slave that is not twentieth part the tithe,"[8, 724, 9, 13, 12, 10033, 174, 2]"
save me and hover oer me with your wings,"[446, 15, 4, 10034, 426, 15, 21, 27]"
do you not come your tardy son to chide,"[31, 7, 12, 52, 27, 4526, 161, 5]"
that lapsed in time and passion lets go by,"[9, 7056, 11, 110, 4, 1057, 363, 76]"
the important acting of your dread command o say,"[2, 5573, 5451, 6, 27, 1653, 666, 54]"
starts up and stands on end o gentle son,"[2956, 107, 4, 556, 42, 278, 54, 529]"
on him on him look you how pale he glares,"[42, 23, 42, 23, 115, 7, 70, 596]"
would make them capable do not look upon me,"[43, 82, 64, 4443, 31, 12, 115, 105]"
my stern effects then what i have to do,"[10, 3441, 3139, 62, 32, 3, 20, 5]"
nothing at all yet all that is i see,"[188, 46, 37, 84, 37, 9, 13, 3]"
why look you there look how it steals away,"[91, 115, 7, 73, 115, 70, 14, 2691]"
look where he goes even now out at the portal,"[115, 108, 17, 398, 167, 44, 89, 46]"
and makes as healthful music it is not madness,"[4, 285, 22, 7057, 593, 14, 13, 12]"
that i have utterd bring me to the test,"[9, 3, 20, 5574, 208, 15, 5, 2]"
it will but skin and film the ulcerous place,"[14, 26, 19, 1794, 4, 5575, 2, 10037]"
and do not spread the compost on the weeds,"[4, 31, 12, 2791, 2, 10038, 42, 2]"
to make them ranker forgive me this my virtue,"[5, 82, 64, 5306, 1236, 15, 24, 10]"
yea curb and woo for leave to do him good,"[458, 3310, 4, 756, 16, 136, 5, 31]"
o hamlet thou hast cleft my heart in twain,"[54, 1603, 28, 155, 3095, 10, 111, 11]"
good night but go not to mine uncles bed,"[47, 154, 19, 76, 12, 5, 102, 3175]"
that to the use of actions fair and good,"[9, 5, 2, 243, 6, 2699, 156, 4]"
for use almost can change the stamp of nature,"[16, 243, 833, 97, 546, 2, 1916, 6]"
ill blessing beg of you for this same lord,"[63, 1346, 577, 6, 7, 16, 24, 337]"
i do repent but heaven hath pleased it so,"[3, 31, 1003, 19, 138, 75, 764, 14]"
to punish me with this and this with me,"[5, 3166, 15, 21, 24, 4, 24, 21]"
the death i gave him so again good night,"[2, 127, 3, 366, 23, 29, 178, 47]"
not this by no means that i bid you do,"[12, 24, 36, 33, 326, 9, 3, 248]"
let the bloat king tempt you again to bed,"[61, 2, 10039, 93, 1862, 7, 178, 5]"
pinch wanton on your cheek call you his mouse,"[2306, 1442, 42, 27, 937, 166, 7, 25]"
and let him for a pair of reechy kisses,"[4, 61, 23, 16, 8, 1320, 6, 10040]"
or paddling in your neck with his damnd fingers,"[50, 10041, 11, 27, 870, 21, 25, 1771]"
but mad in craft twere good you let him know,"[19, 328, 11, 2570, 612, 47, 7, 61]"
for who thats but a queen fair sober wise,"[16, 106, 250, 19, 8, 202, 156, 4102]"
would from a paddock from a bat a gib,"[43, 60, 8, 10042, 60, 8, 7059, 8]"
let the birds fly and like the famous ape,"[61, 2, 1723, 319, 4, 87, 2, 3039]"
be thou assured if words be made of breath,"[18, 28, 1726, 30, 213, 18, 114, 6]"
and breath of life i have no life to breathe,"[4, 373, 6, 120, 3, 20, 33, 120]"
whom i will trust as i will adders fangd,"[222, 3, 26, 440, 22, 3, 26, 5576]"
